"가뭄","누적강수량","가조시간","평균기온","수위"
"정상",334.8,12.9,11.5,12
"정상",231.9,13.4,20,12
"정상",254.6,14.7,17.5,11
"정상",684.4,13.9,27.8,12
"정상",1098.9,12,18.2,12
"보통습윤",1361.8,11.5,13.6,12
"보통습윤",1360.1,11.3,14.7,12
"보통습윤",1411.5,10.8,11.9,12
"보통습윤",1435.5,10.5,7,12
"정상",1096.6,9.5,1.5,11
"정상",1185.4,9.7,6.1,11
"보통습윤",1002.4,10.1,6.7,11
"정상",748.5,10.8,-2.8,11
"보통습윤",594.5,12.5,6.6,11
"정상",447.4,13.8,25.5,11
"보통가뭄",124.4,12,5.3,56
"보통가뭄",116,12.1,2.7,57
"정상",290.5,14.2,21.8,84
"심한습윤",471.5,14.5,20.9,89
"보통습윤",490.4,14.8,21.2,92
"보통습윤",581.2,14.8,23.9,93
"정상",795.4,13.9,27.9,58
"정상",1262,11.2,10.4,98
"정상",1262,11,9.2,98
"정상",1208,10.8,6.9,25
"정상",1027.2,10,4,78
"정상",821.2,9.6,-7.5,57
"정상",728,10.1,-6.3,66
"심한습윤",657.5,11.1,0.7,65
"정상",185,12.2,0.6,69
"약한가뭄",140.4,13.8,16.4,72
"심한가뭄",107.9,14.5,22.4,83
"심한가뭄",168.7,14.6,23.6,83
"약한가뭄",702.3,12.8,24.8,87
"정상",789.5,12.7,20.9,85
"정상",794.8,12.4,17.8,83
"약한가뭄",775.6,10.7,12.9,64
"정상",775.6,10.5,8.9,68
"정상",809.3,10,-3.1,82
"정상",390.2,11.5,-0.2,144
"정상",217.8,12.9,6.5,143
"정상",237.3,13.8,19.2,144
"정상",291.4,14.2,14.8,144
"정상",419.5,14.7,22.5,144
"심한습윤",1302.1,13.7,27.2,143
"보통습윤",1517.8,12.6,20.3,144
"보통습윤",1529.1,12,17.4,144
"보통습윤",1464.2,10,15.6,144
"보통습윤",1422.7,9.7,-3.7,144
"심한습윤",1226,10,1.5,144
"정상",247.8,11.5,5.3,144
"정상",243,11.6,3.2,144
"정상",271.1,13.2,10.1,144
"정상",271.2,13.5,15.8,144
"정상",299.1,13.8,11.8,144
"정상",635,13.9,26,144
"정상",1245.6,10.7,3.5,85
"보통습윤",930.3,10.4,-3,54
"정상",709.4,11.3,4.9,55
"정상",334.9,11.6,3.6,54
"정상",329.4,11.7,5.3,54
"정상",246.8,13.1,11.3,51
"정상",270.8,13.6,13.8,57
"정상",725.1,13.9,26.5,25
"정상",702.2,13.8,25,23
"정상",1038.6,11.3,10.7,61
"정상",996.9,10.7,10.5,74
"정상",983.9,10.1,11.9,73
"정상",622.5,11.1,5.6,360
"정상",346.9,13.9,14.7,360
"정상",498.7,14.6,19.9,360
"정상",510.7,14.6,22.9,360
"정상",557.1,14.4,20.3,360
"정상",872.5,14.1,21.6,360
"심한습윤",1830.9,12.4,20.1,360
"심한습윤",1815.5,11.6,13,360
"심한습윤",1571.7,9.8,-5.8,360
"심한습윤",1267.1,10.2,6.9,360
"심한습윤",1035.1,10.4,2.4,360
"심한습윤",1038.6,10.5,-2.6,360
"정상",486.8,11.2,1.8,360
"정상",243.2,12.2,3.7,360
"정상",319.5,13.4,15.8,360
"정상",339.4,13.9,11.1,360
"정상",341.6,14,19.6,360
"정상",357.6,14.4,18.6,360
"정상",365.6,14.4,19.2,360
"정상",697.3,14.3,23.9,360
"정상",1008.9,12.4,20.5,360
"정상",1008.6,12.4,18.8,360
"정상",1015.4,11.2,8.1,360
"정상",1015.4,11,6.8,360
"정상",982.8,10.2,5.6,360
"정상",982.8,10.2,6.8,360
"정상",946.5,9.8,5.1,360
"정상",881.7,9.8,-4.9,360
"정상",843.1,9.8,-4.4,360
"정상",642.3,10.3,-3.1,360
"약한가뭄",225.5,13.3,9.2,360
"정상",593.2,13.8,26.7,359
"정상",694.6,11.8,22.8,359
"정상",739.1,11.1,10,360
"정상",708.1,10.8,9.7,360
"정상",781.3,9.9,-0.5,360
"정상",623.3,9.8,-0.2,46
"정상",431.9,10.9,5.7,43
"정상",286.2,13.5,15.3,64
"정상",374.7,14.2,18,78
"정상",658.2,14.4,28.3,64
"정상",658.2,14.4,28.9,64
"정상",646.8,13.7,29.7,57
"정상",803.7,13.2,22,54
"정상",901.7,13.1,26.9,58
"정상",997.8,11.9,20.7,61
"정상",1043.5,11.4,12.5,66
"정상",1013.2,10.9,10.9,63
"정상",1021.7,10.9,12.2,63
"정상",990.7,10.5,14.7,69
"정상",950.2,9.8,1,63
"정상",665.9,10.3,3.3,49
"심한습윤",690.9,10.8,0.8,47
"심한습윤",702.5,11.2,6,45
"정상",551,11.3,6.6,44
"정상",269,12.6,7,38
"약한가뭄",176.5,12.8,12.3,38
"정상",213.6,13.2,16.1,38
"정상",247.5,13.8,13.6,59
"약한가뭄",218.8,13.9,16.1,59
"약한가뭄",243.2,14.3,22.4,58
"보통가뭄",596.4,12.7,26.6,45
"약한가뭄",724.9,12,21,50
"보통습윤",436.9,12.2,15,30
"정상",314.5,12.3,14.7,30
"정상",315.4,14,21.5,30
"심한습윤",1399.4,13.7,26.5,32
"심한습윤",1499,12.9,23.2,32
"심한습윤",1556.1,12.2,19.8,32
"심한습윤",1509,10.6,13.5,31
"심한습윤",1502.4,10,6.2,31
"심한습윤",1322.4,9.8,-1.3,30
"심한습윤",1241.3,9.9,-4,30
"정상",231.5,11.6,7.3,30
"정상",240.5,13,9.3,30
"정상",242.6,13.9,16.2,30
"정상",347.7,14.1,17.9,30
"정상",460.5,14.6,23.5,30
"정상",823.5,13.6,25.8,31
"정상",1076.8,13.2,26.3,31
"정상",1151,12.8,21.5,32
"정상",1156.3,10.2,11,31
"정상",1110.6,9.8,6.4,31
"정상",947.8,9.8,0.1,31
"정상",649.7,10.7,1.7,30
"정상",256.9,13.5,16,30
"약한가뭄",258,14.6,23.1,30
"정상",871.4,12.4,27.4,31
"정상",833.7,11.3,17.8,31
"정상",833.7,11.1,14.6,30
"정상",797.2,10.1,11.1,30
"정상",285.8,12.5,14.6,39
"정상",318.7,13.1,8.3,31
"정상",352.6,13.5,14.3,39
"정상",537.4,14.5,24.2,52
"정상",642,14,29.9,37
"정상",943.2,12.7,21,36
"정상",912.3,9.8,-4.3,62
"정상",915,9.8,1.8,57
"정상",767.9,9.8,-1,42
"정상",380.3,11.4,4,25
"약한가뭄",294.2,12.7,10.3,13
"약한가뭄",259.7,14.3,18.4,41
"약한가뭄",250.1,14.5,19.5,40
"정상",539.7,14,28.1,38
"정상",695.2,13.3,25.7,27
"정상",1030.3,11.3,13.9,43
"정상",1030.2,11.2,15.3,25
"정상",1003.7,10,5.6,43
"정상",989.3,9.8,5.3,14
"심한습윤",708.9,11,1.9,14
"정상",294,13.6,13.7,14
"정상",692.4,14.2,22.8,14
"심한습윤",1419.8,12.7,24,14
"심한습윤",1437.8,11.9,18,14
"정상",299.1,13.8,17.1,14
"약한가뭄",247.7,14.2,19.1,14
"정상",316.7,14.5,22.5,14
"정상",326.9,14.6,24.9,14
"정상",425.6,14.6,24.3,14
"정상",632.4,13.5,25.2,14
"약한가뭄",643,12.9,22.3,14
"약한가뭄",704.7,11.1,13.4,14
"약한가뭄",635.3,9.8,-3.5,14
"심한습윤",1389.3,10.2,7.6,14
"심한습윤",1392.9,9.8,2,14
"정상",406.5,14.5,21.3,14
"정상",609.2,14.4,25.2,15
"정상",775.2,13.2,23.6,14
"정상",956.6,12.4,23.6,14
"정상",1037.5,11,10.4,14
"정상",1067.6,10.3,11.2,14
"정상",955.5,9.8,2.8,14
"정상",288,12.4,6.1,14
"정상",175.6,13.1,9.2,156
"정상",192.7,13.8,11.1,156
"정상",192.7,13.9,15.7,156
"정상",665.9,14.2,26.5,157
"보통습윤",1456.1,12.1,14.4,156
"보통습윤",1543.3,11.2,14.9,156
"보통습윤",1543.3,11,11.7,156
"심한습윤",1440.1,9.6,-11.6,156
"정상",292.9,12.1,7.7,76
"정상",274.6,13.2,15.2,77
"정상",338.1,13.6,16.3,84
"정상",399.4,14.2,18.6,86
"정상",417.9,14.4,24.1,79
"정상",693.6,14.4,24,69
"정상",658.6,14.2,29.5,59
"정상",657.5,13.9,31.5,31
"정상",1104.6,11.7,17.8,79
"정상",1118,11.5,12.3,84
"정상",1018.4,10.3,9,72
"정상",1006.1,10,7.9,66
"정상",1028.2,9.8,4.4,63
"정상",737.7,10.2,3.4,54
"정상",387.9,11.4,6.7,68
"보통가뭄",189,12.8,13.6,70
"약한가뭄",225.3,13.3,17.1,74
"정상",251.6,13.6,15,76
"보통가뭄",214.2,14,22.3,75
"정상",299.4,14.5,20.3,53
"약한가뭄",302.5,14.5,23.7,69
"약한가뭄",303.3,14.5,22.1,71
"정상",420.8,14.5,23.3,48
"정상",636.1,13.5,27.6,42
"정상",795.7,12.1,19.7,61
"정상",795.7,12,24.2,59
"정상",934.7,11.8,20.8,77
"정상",895.6,11.4,18.2,80
"정상",895.1,11.3,15.5,78
"정상",870.3,10.5,13,69
"정상",833,10.2,4.9,73
"정상",821.8,10,5.2,52
"정상",821.9,9.9,6.1,52
"정상",509.8,10.5,4,52
"정상",509.8,10.5,2,52
"정상",513.5,11.2,7.2,52
"정상",331.7,14.5,24,52
"정상",228.5,11.9,12.4,67
"보통습윤",362.9,14.3,15.7,54
"보통습윤",383.1,14.5,22.4,54
"보통습윤",559.9,14.6,21.9,40
"정상",792.3,11.2,12.1,75
"정상",744.8,10.9,9.6,57
"정상",225.1,12.7,7.1,31
"정상",222.2,14.5,19.9,51
"정상",243.3,14.6,18.6,51
"보통가뭄",429.2,13.5,25.5,32
"보통가뭄",412.7,13.4,25.9,30
"약한가뭄",550.2,12.8,26.8,29
"정상",619.3,12,20.7,39
"정상",672,10.4,6.2,63
"정상",619.8,9.7,3.8,125
"심한습윤",454.1,11.3,2.2,125
"심한습윤",393.1,11.6,2.9,125
"보통습윤",307.4,12.4,12.7,125
"정상",174.9,13,9.8,125
"정상",175,13,7.2,125
"정상",337.8,14.6,22.3,125
"보통습윤",1057.3,12,17.2,125
"보통습윤",1033.6,11,8.9,125
"보통습윤",998.8,10.3,5.9,125
"보통습윤",874,9.7,-3.5,125
"정상",253.9,11.1,8.6,125
"약한가뭄",253.9,11.1,11.5,125
"정상",145.7,12.3,12,125
"정상",167.9,12.6,12.2,125
"정상",410,9.9,-5.6,125
"정상",384.5,10.5,-3,125
"정상",165.5,12.6,7.7,125
"약한가뭄",153,13.6,10.7,125
"약한가뭄",155.1,13.9,14.9,125
"보통가뭄",141.9,14.2,20.2,125
"심한가뭄",171.1,14.7,26.7,125
"보통가뭄",328.8,14.1,25.5,125
"보통가뭄",376.2,13.7,25.1,125
"약한가뭄",564.9,12.6,20.2,126
"정상",313.6,14.1,19.3,125
"심한습윤",379.8,14.1,19.3,125
"보통습윤",366.4,14.2,15.9,125
"보통습윤",427.4,14.7,20.8,125
"정상",576.5,13.9,28.1,125
"정상",727.9,12.8,20.2,126
"정상",747.8,12.6,22.1,126
"정상",795.9,9.7,2.9,144
"정상",403.6,14.5,21.5,144
"정상",451.7,14.7,20.2,144
"정상",486.9,14.6,24.3,144
"보통습윤",741.9,14.5,23.8,145
"정상",795.2,14.4,26.2,145
"정상",856.8,13.7,24.7,144
"정상",1071.4,10.2,7.3,144
"정상",964.4,9.9,-0.3,144
"정상",880.4,9.7,-5.3,144
"정상",489.3,11,-3.4,143
"약한가뭄",158.3,11.8,11,143
"약한가뭄",527.3,13.9,28.5,145
"정상",857.9,13,20.3,104
"정상",856.2,12.9,21.3,145
"정상",831.8,10.9,9.1,144
"정상",214.1,11.4,1,49
"정상",273.6,12.1,3.9,72
"정상",285.8,13.2,11.4,75
"보통습윤",452.6,14.2,14,79
"약한가뭄",187.9,14.5,18.6,35
"정상",466.3,14.1,29.4,35
"정상",575.1,13.1,22.5,1
"정상",808.6,10.8,13.5,36
"정상",808.5,10.6,12.5,58
"정상",595.8,10.6,-2.1,162
"심한습윤",333.1,12.5,11.5,162
"정상",188.9,12.7,10.8,162
"정상",385.2,14.5,26.5,162
"정상",585.6,14.2,21.3,163
"정상",900,9.7,1.4,162
"정상",141.7,12.3,11.4,162
"약한가뭄",411.7,14.1,29.8,65
"약한가뭄",657.1,11.1,15.6,59
"약한가뭄",657.1,11.1,16.4,58
"정상",725.4,10,5.7,65
"정상",712.1,9.9,5.1,65
"정상",677.8,10,2.3,123
"정상",488.5,10.8,9.9,122
"보통습윤",475.2,11.6,2.4,123
"정상",289.7,13.4,8.9,122
"정상",291.2,13.8,15.8,122
"정상",296.1,14,18.9,123
"정상",308.2,14.1,17.2,123
"정상",302.2,14.2,18.3,123
"정상",502.6,10.1,-14.9,25
"정상",339.6,10.7,-8.1,20
"보통가뭄",296.1,11,-2,17
"보통가뭄",295.6,11,-1,17
"약한가뭄",165.1,11.5,9.9,41
"정상",182,12.2,0.7,66
"정상",173,12.5,13.4,39
"정상",173,12.6,13.1,75
"정상",263.4,13.5,9.5,90
"정상",676.4,14.5,26.6,35
"정상",1135.2,11,8.1,57
"정상",1086.7,10.5,7.1,52
"정상",893.5,9.6,-9.6,29
"심한습윤",721.2,10.9,-1.1,34
"정상",294.2,11.6,6.7,38
"정상",225.4,13.4,17.6,75
"보통가뭄",391.7,14.2,26.5,73
"보통가뭄",392.8,13.9,28.3,23
"보통가뭄",450.8,13.9,26.6,67
"보통가뭄",527.7,12.7,22.8,70
"보통가뭄",604.9,12.1,16,75
"약한가뭄",632.5,11.4,13.7,76
"약한가뭄",632,11.1,13.8,75
"보통가뭄",605.2,10.6,10.7,44
"정상",620.4,10,-2,188
"정상",519.4,10.2,3.6,188
"보통습윤",372.1,12.2,11.7,188
"정상",351,14.7,21.6,188
"보통습윤",1180.5,13.7,26.6,191
"정상",1250.4,13.1,25.4,192
"정상",1387.4,11.6,13.1,189
"정상",1370.9,11.1,9.4,188
"약한가뭄",156.6,11.8,7.6,188
"약한가뭄",140.8,12.3,7.3,188
"정상",244.7,13.5,14.1,188
"정상",267.5,13.8,10.7,188
"정상",275.4,13.9,13.3,188
"정상",346.2,14.2,17.5,188
"정상",473.2,14.7,21.9,190
"정상",881.3,12.7,21.1,191
"정상",898.2,12.3,18.3,190
"정상",887.5,10.9,7.2,189
"정상",873.2,10.7,8.7,188
"정상",868.2,10.3,2.7,189
"정상",742.2,9.7,1.5,188
"정상",722.8,9.7,0.8,188
"정상",1279.1,11.1,7.6,190
"정상",1258.4,10.5,5.7,188
"정상",1280.5,10.1,5.1,189
"정상",1303.7,9.9,5.6,188
"보통습윤",1310.9,9.8,-6.3,190
"보통습윤",1310.9,9.8,-5.3,190
"정상",726.4,9.6,-1.5,188
"정상",470.1,10.3,-7,187
"정상",175.1,12.9,16.1,189
"약한가뭄",164.6,13,19.6,189
"정상",172.8,13.2,11.3,190
"약한가뭄",185.2,13.6,17.4,189
"보통가뭄",176.5,14.5,19,188
"정상",1051.7,13.5,23.3,191
"정상",225.9,11.7,4.3,73
"정상",376,14.6,24.2,62
"정상",735.2,9.9,-1.7,144
"약한가뭄",691.4,9.7,-1,144
"정상",524.1,9.8,-3.4,144
"정상",472.3,10.9,-4.9,144
"정상",182.4,13.9,14.8,144
"약한가뭄",162.5,14.2,13.1,144
"보통가뭄",157.8,14.8,20.9,144
"심한습윤",1580.8,10.1,6.7,144
"정상",766.5,9.7,0.4,24
"정상",166.7,11.4,-1.7,29
"심한습윤",523,14.4,18.2,61
"심한습윤",502.5,14.7,23.3,30
"심한습윤",499,14.8,20.9,28
"정상",603.2,10.2,5.8,156
"정상",365.7,10.8,5.2,156
"정상",194.1,13.1,8.7,156
"정상",255.1,14.8,25.9,156
"약한가뭄",357.7,14.4,22.2,156
"약한가뭄",432.3,14.3,22.1,157
"정상",786.3,14.2,30.2,14
"정상",785.6,14,30.7,10
"정상",1122.1,11.3,10.8,48
"정상",1041.6,10.5,7.4,51
"정상",864.8,9.6,-3.7,41
"정상",237.1,12.3,3.2,47
"정상",179.6,13.3,12.3,34
"정상",188.2,13.7,11.4,35
"보통가뭄",148.2,14.4,16.4,42
"보통가뭄",147.7,14.4,23,40
"약한가뭄",195.2,14.8,23.7,25
"약한가뭄",196.7,14.8,25,25
"보통가뭄",197.2,14.7,23.9,11
"보통가뭄",197.2,14.7,22.1,11
"약한가뭄",556.3,13.7,29.4,24
"약한가뭄",587.3,13.6,25.9,21
"보통가뭄",692.1,11.9,21.6,27
"약한가뭄",733.9,10,1.4,50
"약한가뭄",675.3,9.6,-2.3,156
"정상",1237.4,9.8,2.4,156
"정상",1237.1,9.7,1.6,156
"정상",314.3,10.9,-4.9,156
"정상",167,12.3,11,156
"정상",264.3,13.7,14.5,156
"보통습윤",412.6,14.6,18.2,157
"정상",351.9,14.3,19.3,46
"정상",344.2,14.4,15.8,46
"정상",420.2,14.7,24.7,46
"정상",422.1,14.7,22.6,46
"정상",581.1,13.9,25.1,46
"정상",800.5,10.7,10.7,46
"정상",784.6,10.3,5.5,46
"약한가뭄",558.1,9.7,-3.9,46
"정상",265.2,11.5,3.2,46
"정상",244.3,12.5,7.2,46
"정상",227.4,12.6,10.4,46
"정상",200.4,14.3,19.5,46
"약한가뭄",199.9,14.3,20.8,46
"약한가뭄",174.5,14.6,21,46
"약한가뭄",192.6,14.7,23.8,46
"정상",747.4,14,27.4,47
"정상",1313.9,12.2,16.9,47
"정상",1314.5,12.1,16.3,47
"정상",1276,11.8,17.4,46
"정상",1335.9,11.6,14.4,46
"정상",1344,10.9,9.3,46
"보통습윤",1323.4,9.6,-6.8,46
"정상",263.1,14.7,23.9,108
"보통가뭄",321,14.4,24.4,108
"약한가뭄",470.6,14.1,25.4,108
"정상",1128.5,10.9,8.8,108
"보통가뭄",598.9,9.6,-3.6,34
"정상",447.1,10.2,-2.6,68
"정상",447.1,10.3,-4,68
"정상",373.4,11,-0.4,68
"정상",240.4,12,9.4,68
"정상",196.3,14,16.5,68
"정상",194.1,14,17.1,68
"약한가뭄",175.5,14.7,22.9,68
"정상",627.3,10.5,5,108
"정상",235.8,11.5,2.9,107
"정상",168.6,12.8,13.4,107
"정상",352.8,14.7,22.7,108
"정상",421.8,14.7,22.4,108
"정상",644.8,14.5,26.7,108
"정상",732.4,13.7,25.8,108
"정상",849.2,12.6,22.8,108
"심한습윤",1966,11.1,11.1,69
"심한습윤",1936.5,9.6,-1.3,68
"보통습윤",290.8,13.5,10.5,56
"심한습윤",477.3,14.3,17.3,86
"심한습윤",466.1,14.5,20.5,78
"심한습윤",464.1,14.7,23.4,56
"심한습윤",464.1,14.7,21.8,55
"심한습윤",1758.5,11.1,13.7,52
"심한습윤",1758.5,10.8,12.2,52
"심한습윤",1634.9,9.8,-1.5,51
"정상",465.1,14.5,23,52
"정상",504.7,14.5,23.7,52
"정상",780.7,13.6,26.5,52
"정상",811.8,13.5,24.7,52
"정상",954.3,13.1,23.5,52
"정상",956.4,11.9,22.7,52
"정상",989.1,11.8,22,52
"정상",974.2,11.7,24.4,52
"정상",855.3,9.8,5.8,52
"정상",625.6,10,-2.5,51
"정상",484,10.7,1.8,51
"정상",478.4,10.9,7.8,51
"정상",250.1,13.8,20.7,52
"보통가뭄",529.6,13.3,26.6,52
"약한가뭄",646.2,12.7,22.2,52
"보통가뭄",569.7,10.1,11.1,51
"보통가뭄",548.8,9.9,7.4,51
"약한가뭄",550.7,9.8,-2.2,51
"보통가뭄",491.3,9.8,-2.7,51
"정상",622.9,10,-9.5,10
"정상",452.7,10.2,3.6,13
"정상",407,10.4,-0.4,29
"정상",367,10.7,1.9,31
"약한가뭄",241.2,11.3,2.1,38
"정상",309.8,13.2,10.5,56
"정상",419.8,14.1,25.2,68
"정상",435.2,14.6,21.6,64
"보통습윤",740.4,14.4,27.5,58
"정상",969.3,13,25.9,39
"정상",977.2,11,13.2,57
"정상",930.9,10,5.2,62
"정상",955,9.8,4.4,56
"정상",638.2,9.8,0.1,55
"정상",596.7,10,0.3,49
"보통습윤",607.5,11.1,1.7,48
"약한가뭄",257.6,14.5,19.4,36
"약한가뭄",257.3,14.6,21.6,41
"정상",934.1,11.6,16.3,75
"정상",852.4,10.3,13.7,72
"정상",768.5,9.8,1.9,7
"정상",822.3,9.9,2.6,7
"심한습윤",554.2,11.4,6.3,7
"정상",318.3,12.3,8.8,7
"정상",333.3,12.5,6.9,7
"정상",272.3,12.7,8.4,7
"정상",299.9,13.7,15.9,7
"정상",347.4,14.6,23.9,7
"정상",455.9,14.5,22.2,7
"심한습윤",1257.1,13.5,27.9,8
"심한습윤",1406.3,10.5,13.2,7
"심한습윤",1370.7,10.3,11.4,7
"심한습윤",1369,9.8,3.7,7
"심한습윤",1369,9.8,2.7,7
"심한습윤",1369,9.8,5.8,7
"심한습윤",1348.8,9.8,5,7
"심한습윤",1271.4,9.8,1.7,7
"정상",445.1,10.7,-0.5,7
"정상",398.5,11.3,9.5,7
"약한가뭄",205.2,12.1,11.2,7
"정상",289.3,14.3,18.7,7
"정상",996.8,12.3,21.7,7
"정상",996.8,12.3,22.7,7
"정상",719.4,10.2,9.4,7
"정상",719.4,10.2,12.7,7
"정상",762.8,9.9,6.3,7
"정상",697.4,9.7,3.1,7
"정상",265.5,13.7,16.6,7
"약한가뭄",212.8,14.1,19.9,7
"약한가뭄",235.5,14.5,18.3,6
"약한가뭄",250.1,14.6,24,6
"정상",676.2,13.5,25.1,7
"정상",676.2,13.4,26.7,7
"정상",781.7,12.4,25.9,7
"정상",570.6,14.5,26,156
"정상",573.6,14.4,26,156
"정상",565.8,14.2,29.2,156
"약한가뭄",643,13.3,20.5,156
"약한가뭄",658.5,12.9,19.8,157
"약한가뭄",683.6,12.5,22,156
"약한가뭄",704.7,11.4,15.4,156
"보통가뭄",660,10.6,9.7,156
"보통가뭄",580.5,10,3,156
"보통가뭄",405.6,9.7,-1.7,156
"보통가뭄",388.4,9.8,-5.5,156
"심한습윤",552.9,11.7,9.6,33
"정상",166.1,12.6,14.7,162
"정상",195.9,13.4,15.8,162
"정상",296.7,14.6,25.9,162
"정상",462.2,14.4,27.1,162
"정상",461.7,14.2,27.8,162
"정상",524.2,13.6,23.3,162
"정상",687,12.2,24.1,162
"정상",684.4,10.6,12.5,162
"정상",710,10.5,9,162
"정상",707.3,10.3,9.7,162
"정상",622.6,9.8,6.1,162
"정상",441.4,10.4,1.9,162
"약한가뭄",139.1,11.6,4,162
"보통가뭄",117.3,13.8,20,162
"심한가뭄",92.7,14.3,24.3,162
"심한가뭄",245,14.1,26.2,162
"심한가뭄",257.3,13.7,26.5,162
"심한가뭄",391.7,12.9,25.4,162
"심한가뭄",423.4,12.8,24.9,162
"보통가뭄",503,12.4,26.2,162
"보통가뭄",482.6,12,18.5,162
"보통가뭄",492.7,11.7,18.2,162
"보통가뭄",493.4,11.5,13.6,162
"보통가뭄",457.9,10.7,14.2,162
"정상",224.6,11.5,12.7,54
"정상",264.3,12.2,6,84
"정상",264.3,12.4,15.3,78
"정상",210.3,12.6,17.5,65
"정상",269,13.4,13.2,88
"보통습윤",324.7,14.2,14.4,43
"정상",468.7,14.6,23.3,79
"정상",478.7,14.6,22.7,69
"정상",627.2,14,29.2,18
"정상",997.7,10.9,11.7,31
"정상",977.4,10.4,10.7,54
"정상",977.9,10.4,11.4,54
"정상",654.9,10.1,3.9,70
"정상",1036.3,11.3,15.9,45
"정상",1006.1,10.8,13.5,45
"정상",1001.5,10.2,8.9,44
"정상",904.3,9.9,3.1,37
"정상",715,10.1,2.6,34
"정상",389.5,13.2,17.1,31
"정상",356.8,11.2,12.4,68
"정상",348.4,14.5,24.2,69
"보통가뭄",373.7,13.9,28.6,69
"보통가뭄",485.7,13.3,25,69
"약한가뭄",671.2,12.3,19.1,70
"약한가뭄",649.4,11.1,12.4,69
"정상",641.8,9.8,2,69
"약한가뭄",470.7,9.8,-1.3,51
"약한가뭄",412.2,9.9,-7.1,51
"정상",380.5,10.6,-5.9,58
"보통습윤",721.6,14.5,19.7,60
"심한습윤",1127.6,14.4,23.5,49
"보통습윤",1491.1,12.1,19,52
"보통습윤",1640.8,11.1,17.5,43
"보통습윤",994.5,9.9,4.8,49
"보통습윤",991.1,9.9,3.5,49
"심한습윤",996.7,10.5,2.1,46
"정상",891,11.7,22.5,70
"정상",890.1,11.4,19.1,70
"정상",897.9,11.1,10.6,70
"정상",794.6,9.8,0.5,70
"정상",794.6,9.8,4.8,69
"정상",754.4,9.8,-0.9,69
"정상",524.8,10.5,-0.4,68
"정상",401.5,11.1,0.1,68
"정상",187.2,11.9,11.6,68
"약한가뭄",150.6,13.7,13.8,68
"보통습윤",328.9,13.4,13.5,73
"보통습윤",417.5,14.2,19.5,57
"정상",442.1,14.5,21.4,51
"정상",528.6,14.5,22.3,57
"정상",1013.5,12,16.7,40
"정상",1013.5,12,16.5,38
"정상",1209.3,11.5,10.5,64
"정상",1050.5,10,5.6,46
"정상",1067.5,9.9,12.9,51
"정상",995.3,9.8,-5.2,42
"정상",749.3,10,-1.9,44
"심한습윤",233.6,13.6,17.2,54
"정상",275.1,14.5,19.3,44
"정상",275.1,14.6,21.5,45
"정상",484.8,14.4,24.8,40
"정상",883.9,12.6,25,39
"정상",1029.3,12.1,17.5,51
"정상",1157.1,10.1,14.4,39
"정상",1138.7,9.8,4.2,69
"보통습윤",761.6,10.7,0.5,68
"심한습윤",706.7,11.2,7,68
"심한습윤",711.7,11.5,6.6,68
"심한습윤",680.7,11.5,6.3,68
"정상",232.7,13.6,15.8,68
"정상",232.7,13.7,20.3,68
"정상",301,14.4,20.3,68
"정상",281.4,14.5,24.1,67
"보통습윤",1316.2,13.2,26.4,70
"보통습윤",1522.6,10.7,11.2,70
"심한가뭄",201.3,14.5,27.7,68
"정상",419.5,14.6,25.7,69
"정상",846.5,13.2,23.2,53
"정상",1067.2,12.2,19.4,54
"정상",1065.1,12,18.6,54
"정상",1101.5,11.3,13.5,64
"정상",1013.4,10.1,7,68
"정상",308.2,14.6,24.7,122
"정상",1062,12.9,24.5,165
"정상",1174.3,12,20.3,123
"정상",1125.7,9.9,2.2,123
"정상",595.2,10.4,-3.4,123
"정상",325.2,11.3,8,123
"보통가뭄",175.5,11.6,6.8,123
"보통가뭄",129.8,12,9.5,123
"정상",185.7,13.1,9.6,123
"정상",260.6,14.2,16.3,123
"정상",337.2,14.7,25.2,123
"정상",718.8,12.8,22.2,123
"정상",815,11.7,23.1,123
"정상",731.7,9.9,5.8,123
"정상",520.8,10.1,-3.6,123
"정상",448.9,10.8,4.4,123
"약한가뭄",153.2,12.5,12.1,123
"약한가뭄",159.6,13,13.3,123
"약한가뭄",169,13.9,20.1,123
"심한가뭄",125.4,14.6,24.5,122
"약한가뭄",331.9,14.4,25.4,122
"약한가뭄",364.5,14.3,27.9,122
"약한가뭄",426.2,14,28.8,122
"정상",998.2,9.9,6.1,69
"정상",1070.6,11.7,20,123
"정상",1071.9,11.1,10.3,123
"정상",1070.8,10.1,13.1,123
"보통습윤",1075.6,9.7,-4.5,123
"심한습윤",643.1,11.2,5.7,76
"정상",227.6,12.2,4,71
"정상",168.6,13.1,12.2,75
"보통가뭄",140.2,13.9,17.9,75
"보통가뭄",153,14.5,22.3,65
"정상",382.6,14.6,23,12
"정상",402.2,14.6,23.7,12
"정상",461.3,14.6,22.2,12
"정상",572.2,14.3,27.1,12
"정상",560.9,14.2,28.9,12
"정상",560.9,14.2,28.2,12
"정상",762.4,13.1,22.4,12
"정상",842.5,11.3,18,12
"정상",660.7,9.8,-1.8,11
"정상",568.8,9.9,0.1,11
"약한가뭄",395.7,14.3,24,12
"정상",991.7,13.3,26.3,13
"정상",1049.4,12.9,24.2,13
"정상",1136,12.5,24.3,13
"정상",1126.1,12.5,24.9,13
"정상",1122.6,12.4,25.6,12
"정상",1131.9,11.3,17.2,12
"정상",1102.2,10.7,12.8,12
